id_num,name,id,version,start_date,end_date,change,citation,start_n,end_n,area_sqmi,terr_type,full_name,abbr_name,name_start
160,South Dakota,sd_state,1,1889-11-02,1902-11-03,The state of South Dakota was created from the Dakota Territory; Dakota Territory eliminated.,"(U.S. Stat., vol. 25, ch. 180[1889]/pp. 676-684; U.S. Stat., vol. 26, no. 5/pp. 1548-1549; Swindler, 9:107-109; Van Zandt, 134)",18891102,19021103,77107.0000000,State,South Dakota,SD,South Dakota (1889-11-02)
161,South Dakota,sd_state,2,1902-11-04,2000-12-31,CLAY (S.D.) officially gained an island in the Missouri River from DIXON (Neb.); voters approved the gain 1006 to 25.,"(Schell, History of Clay County, 102-104; S. Dak. Laws 1901, 7th sess., ch. 85/p. 109)",19021104,20001231,77115.0000000,State,South Dakota,SD,South Dakota (1902-11-04)
162,Southwest Territory,sw_terr,1,1790-05-26,1796-05-31,"The United States created the Territory of the United States South of the River Ohio (Southwest Territory), covering the territory ceded in April 1790 by North Carolina (area of present Tennessee).","(Terr. Papers U.S., 4:18-19; U.S. Stat., vol. 1, ch. 14[1790], p. 123)",17900526,17960531,42142.0000000,Territory,Southwest Territory,SW Terr,Southwest Territory (1790-05-26)
163,Tennessee,tn_state,1,1796-06-01,1859-11-29,The state of Tennessee was created from the Territory of the United States South of the River Ohio (Southwest Territory); Southwest Territory eliminated.,"(U.S. Stat., vol. 1, ch. 47[1796], pp. 491-492; Folmsbee, Corlew, and Mitchell 110)",17960601,18591129,42142.0000000,State,Tennessee,TN,Tennessee (1796-06-01)
164,Tennessee,tn_state,2,1859-11-30,2000-12-31,ROBERTSON (Tenn.) and SUMNER (Tenn.) gained from SIMPSON (Ky.) when surveyors remarking the Kentucky-Tennessee boundary acted without authority and shifted the line around two small parcels.,"(Sames, 107, 114)",18591130,20001231,42144.0000000,State,Tennessee,TN,Tennessee (1859-11-30)
165,Texas Republic,tx_republic,1,1836-03-02,1845-12-28,Texas declared its independence from Mexico.,"(""Republic of Texas,"" New Handbook of Texas, 5:537-538; Swindler, 9:247, 249)",18360302,18451228,388011.000000,Other,Texas Republic,TX Rep,Texas Republic (1836-03-02)
166,Texas,tx_state,1,1845-12-29,1850-12-12,The state of Texas was admitted to the Union; Republic of Texas eliminated.,"(Texas Repub. Laws 1845, 9th cong., spec. sess./pp. 4-6; U.S. Stat., vol. 9, res. 1 [1845]/p. 108; Van Zandt, 122)",18451229,18501212,388011.000000,State,Texas,TX,Texas (1845-12-29)
167,Texas,tx_state,2,1850-12-13,1896-05-03,"State of Texas sold land in present Colorado, Kansas, New Mexico, Oklahoma, and Wyoming to the United States.","(U.S. Stat., vol. 9, ch. 49 [1850]/pp. 446-452 and appendix, sec. 10/pp. 1005-1006; Texas Laws 1850, 3d leg., 3d sess., ch. 2/p. 4; Van Zandt, 122)",18501213,18960503,267088.000000,State,Texas,TX,Texas (1850-12-13)
168,Texas,tx_state,3,1896-05-04,2000-12-31,"GREER eliminated from Texas when U.S. Supreme Court ruled that GREER was not within the boundaries of Texas, but was under the jurisdiction of the United States. GREER became a county in Oklahoma Territory on 4 May 1896.","(""United States v. Texas,"" in U.S. Rpts., 162:1-91; U.S. Stat., vol. 29, ch. 155[1896]/pp. 113-114)",18960504,20001231,264715.000000,State,Texas,TX,Texas (1896-05-04)
169,Uncert. Bound. Area,ub_area,1,1804-10-01,1818-10-19,The boundary from Lake of the Woods to the Rocky Mtns. between the United States and the British possessions was unsettled.,"(Paullin, 60, pl. 93; Van Zandt, 25-26)",18041001,18181019,46800.0000000,Other,Uncertain Boundary Area,UBA,Uncert. Bound. Area (1804-10-01)
170,Unorg. Fed. Terr.,uf_terr,1,1784-03-01,1786-09-13,"All of present Illinois became unorganized federal territory when Virginia ceded its charter claims to the area to the United States. Other claims by Connecticut, Massachusetts, and New York to the area west of Pennsylvania were eliminated by 1786.","(Cappon, Petchenik, and Long, 62, 130-131; Hening, 11:571-575)",17840301,17860913,277173.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1784-03-01)
171,Unorg. Fed. Terr.,uf_terr,2,1786-09-14,1787-07-12,"The U.S. accepted Connecticut's cession of lands north and west of Pennsylvania and the Ohio River, except for a tract (Western Reserve) lying north of 41 degrees north latitude (Connecticut's southern line) and extending 120 miles west of Pennsylvania.","(Terr. Papers U.S., 2:24 n. 62)",17860914,17870712,271849.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1786-09-14)
172,Unorg. Fed. Terr.,uf_terr,3,1790-04-02,1790-05-25,Congress accepted North Carolina's cession of its western lands (i.e. present Tennessee).,"(Terr. Papers U.S., 4:13-17; U.S. Stat., vol. 1, ch. 6[1790], pp. 106-109)",17900402,17900525,42142.0000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1790-04-02)
173,Unorg. Fed. Terr.,uf_terr,4,1802-04-24,1804-03-26,"Georgia ceded to the United States all territory south of North Carolina and Tennessee, east of the Mississippi River, north of 31 degrees north latitude and west of the present limit of Georgia. The area became unorganized federal territory.","(Paullin, 83; Van Zandt, 100; Terr Papers US, 5:142-143)",18020424,18040326,58026.0000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1802-04-24)
174,Unorg. Fed. Terr.,uf_terr,5,1816-12-11,1818-12-02,"Part of the Upper Peninsula of present Michigan and the extreme eastern part of present Wisconsin became unorganized federal territory when the state of Indiana was created from Indiana, Illinois, and Michigan Territories.","(U.S. Stat., vol. 3, ch. 57 [1816], secs. 1-2/p. 289, and res. 1 [1816]/p. 399; Van Zandt, 115)",18161211,18181202,5854.00000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1816-12-11)
175,Unorg. Fed. Terr.,uf_terr,6,1821-08-10,1824-05-25,The state of Missouri was created from part of Missouri Territory; Missouri Territory eliminated and all that part of the former territory north and west of the state of Missouri became unorganized federal territory.,"(U.S. Stat., vol. 3, ch. 22[1820]/pp. 545-548 and res. 1[1821]/p. 645; Van Zandt, 117)",18210810,18240525,659340.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1821-08-10)
176,Unorg. Fed. Terr.,uf_terr,7,1824-05-26,1834-06-27,The unorganized federal territory lost to the creation of Indian Territory.,"(U.S. Stat., vol. 4, ch. 155 [1824]/pp. 40-41)",18240526,18340627,649101.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1824-05-26)
177,Unorg. Fed. Terr.,uf_terr,8,1834-06-28,1837-03-27,Unorganized federal territory lost to Michigan Territory.,"(Terr. Papers U.S., 12: 778-779; U.S. Stat., vol. 4, ch. 98 [1834]/p. 701)",18340628,18370327,454451.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1834-06-28)
178,Unorg. Fed. Terr.,uf_terr,9,1837-03-28,1846-12-27,"MO Non-County Area 28 created from unorganized federal territory, and attached to CLAY ""for civil and military purposes."" MO Non-County Area 12 gained from unorganized federal territory.","(Mo. Laws 1836-1837, pub., p. 49; U.S. Stat., vol. 5, ch. 86[1836]/p. 34, and res. 2, p. 802)",18370328,18461227,451275.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1837-03-28)
179,Unorg. Fed. Terr.,uf_terr,10,1846-12-28,1849-03-02,The state of Iowa was created from Iowa Territory. All of the former Territory north and west of the present state became unorganized federal territory.,"(U.S. Stat., vol. 9, ch. 1 [1847]/p. 117)",18461228,18490302,589654.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1846-12-28)
180,Unorg. Fed. Terr.,uf_terr,11,1849-03-03,1850-09-08,Unorganized federal territory lost to creation of Minnesota Territory; all of present North and South Dakota west of the Missouri and White Earth Rivers remained unorganized federal territory.,"(U.S. Stat., vol. 9, ch. 121[1849]/pp. 403-409; Van Zandt, 133)",18490303,18500908,451275.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1849-03-03)
181,Unorg. Fed. Terr.,uf_terr,12,1850-09-09,1850-12-12,Unorganized federal territory lost to creation of Utah Territory.,"(U.S. Stat., vol. 9, ch. 51[1850]/pp. 453-458; Van Zandt, 159)",18500909,18501212,449140.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1850-09-09)
182,Unorg. Fed. Terr.,uf_terr,13,1850-12-13,1854-05-29,"The state of Texas sold land in present Kansas, Colorado, New Mexico, Oklahoma, and Wyoming to the United States.","(U.S. Stat., vol. 9, ch. 49 [1850]/pp. 446-452 and appendix, sec. 10/pp. 1005-1006; Texas Laws 1850, 3d leg., 3d sess., ch. 2/p. 4; Van Zandt, 122)",18501213,18540529,476439.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1850-12-13)
183,Unorg. Fed. Terr.,uf_terr,14,1854-05-30,1858-05-10,The United States created Kansas Territory and Nebraska Territory from unorganized federal territory.,"(U.S. Stat., vol. 10, ch. 59[1854]/p. 277; Van Zandt, 136-137)",18540530,18580510,5708.00000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1854-05-30)
184,Unorg. Fed. Terr.,uf_terr,15,1858-05-11,1861-01-28,The state of Minnesota was created from Minnesota Territory; Minnesota Territory eliminated. That part of present North and South Dakota east of the Missouri and White Earth Rivers became unorganized federal territory.,"(U.S. Stat., vol. 11, ch. 60[1857]/pp. 166-167 and ch. 31[1858]/p. 285; Schell, 72-77; Van Zandt, 133)",18580511,18610128,88926.0000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1858-05-11)
185,Unorg. Fed. Terr.,uf_terr,16,1861-01-29,1861-02-27,Area within present Colorado that had been part of Kansas Terr. temporarily reverted to unorganized federal territory until official creation of Colorado Terr. on 28 Feb 1861. State of Kansas was admitted to the union this date; Kansas Terr. eliminated.,"(U.S. Stat., vol. 12, ch. 20 [1861]/pp. 126-128; Van Zandt, 138-139)",18610129,18610227,123961.000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1861-01-29)
186,Unorg. Fed. Terr.,uf_terr,17,1861-02-28,1861-03-01,"The United States created Colorado Territory from Nebraska, New Mexico, and Utah Territories, and from the former Kansas Territory. Boundaries were identical to the state of Colorado.","(U.S. Stat., vol. 12, ch. 59[1861]/pp. 172-177; Van Zandt, 141; Noel, Mahoney, and Stevens, Historical Atlas of Colorado, ch. 2, sec. 12)",18610228,18610301,88926.0000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1861-02-28)
187,Unorg. Fed. Terr.,uf_terr,18,1861-03-02,1890-05-01,The United States created Dakota Territory from Nebraska Territory and Unorganized Federal Territory.,"(Dak. Terr. Laws 1862, 1st sess., pp. 21-28; U.S. Stat., vol. 12, ch. 86[1861]/pp. 239-244; Van Zandt, 134, 136-137)",18610302,18900501,5708.00000000,Unorganized Territory,Unorganized Federal Territory,UFT,Unorg. Fed. Terr. (1861-03-02)
188,Utah,ut_state,1,1896-01-04,2000-12-31,The state of Utah was created from Utah Territory; Utah Territory eliminated.,"(U.S. Stat., vol. 28, ch. 138 [1894]/pp. 107-112; U.S. Stat., vol. 29, procl. no. 9, [1896]/pp. 876-877; Van Zandt, 159)",18960104,20001231,84898.0000000,State,Utah,UT,Utah (1896-01-04)
189,Utah Territory,ut_terr,1,1850-09-09,1861-02-27,"The United States created Utah Territory from the territory ceded by Mexico in the Treaty of Guadalupe-Hidalgo (1848), from territory to be purchased from the state of Texas in December 1850, and from unorganized federal territory.","(U.S. Stat., vol. 9, ch. 49[1850]/pp. 446-452 and ch. 51[1850]/pp. 453-458; Van Zandt, 159)",18500909,18610227,233768.000000,Territory,Utah Territory,UT Terr,Utah Territory (1850-09-09)
190,Utah Territory,ut_terr,2,1861-02-28,1861-03-01,"The United States created Colorado Territory from Nebraska, New Mexico, and Utah Territories, and from the former Kansas Territory.","(U.S. Stat., vol. 12, ch. 59[1861]/pp. 172-177; Van Zandt, 141)",18610228,18610301,195232.000000,Territory,Utah Territory,UT Terr,Utah Territory (1861-02-28)
191,Utah Territory,ut_terr,3,1861-03-02,1862-07-13,The United States created Nevada Territory from Utah Territory. Utah Territory also lost to Nebraska Territory when Nebraska Territory gained area in present Wyoming from Utah Territory.,"(U.S. Stat., vol. 12, ch. 83[1861], pp. 209-210 and ch. 86[1861], pp. 239-244; Van Zandt, 134, 136-137, 158-160)",18610302,18620713,124285.000000,Territory,Utah Territory,UT Terr,Utah Territory (1861-03-02)
192,Utah Territory,ut_terr,4,1862-07-14,1866-05-04,Nevada Territory gained from Utah Territory.,"(U.S. Stat., vol. 12, ch. 173 [1862], p. 575; Van Zandt, 158-160)",18620714,18660504,105926.000000,Territory,Utah Territory,UT Terr,Utah Territory (1862-07-14)
193,Utah Territory,ut_terr,5,1866-05-05,1868-07-24,The state of Nevada gained from Utah Territory.,"(U.S. Stat., vol. 14, ch. 73[1866]/p. 43; Van Zandt, 158-159)",18660505,18680724,88452.0000000,Territory,Utah Territory,UT Terr,Utah Territory (1866-05-05)
194,Utah Territory,ut_terr,6,1868-07-25,1896-01-03,"The United States created Wyoming Territory from Dakota, Idaho, and Utah Territories.","(U.S. Stat., vol. 15, ch. 235[1868], secs. 1, 17/pp. 178, 183; Van Zandt, 136, 144)",18680725,18960103,84898.0000000,Territory,Utah Territory,UT Terr,Utah Territory (1868-07-25)
195,Virginia,va_state,1,1783-09-03,1784-02-29,Virginia became an independent state on 4 July 1776. The map depicts state boundaries as of 3 September 1783.,(Declaration of Independence),17830903,17840229,381792.000000,State,Virginia,VA,Virginia (1783-09-03)
196,Virginia,va_state,2,1784-03-01,1791-03-29,"Virginia ceded to the United States its 1609 charter claims to territory ""northwestward of the river Ohio,"" thereby setting the north bank of the Ohio River as the northern and northwestern limit for present Kentucky and West Virginia.","(Hening, 11:571-575)",17840301,17910329,104619.000000,State,Virginia,VA,Virginia (1784-03-01)
197,Virginia,va_state,3,1791-03-30,1792-05-31,The United States created an unnamed federal district (now the District of Columbia) from MONTGOMERY and PRINCE GEORGES in Maryland and from FAIRFAX in Virginia to be the seat of the federal government.,"(Richardson, 1:102; Van Zandt, 88, 90)",17910330,17920531,104587.000000,State,Virginia,VA,Virginia (1791-03-30)
198,Virginia,va_state,4,1792-06-01,1846-09-06,The state of Kentucky was created from the Kentucky District of Virginia.,"(Hening, 11:85; U.S. Stat., vol. 1, ch. 4[1791]/p. 189)",17920601,18460906,64177.0000000,State,Virginia,VA,Virginia (1792-06-01)
199,Virginia,va_state,5,1846-09-07,1863-06-19,The District of Columbia ceded ALEXANDRIA (now ARLINGTON) to Virginia.,"(U.S. Stat., vol. 9, ch. 35[1846]/pp. 35-37 and appendix 3/p. 1000)",18460907,18630619,64208.0000000,State,Virginia,VA,Virginia (1846-09-07)
200,Virginia,va_state,6,1863-06-20,1863-08-04,The state of West Virginia was formally separated from Virginia and admitted to the Union. Most of West Virginia had been effectively independent of Virginia since June 1861.,"(Swindler, 10:363)",18630620,18630804,40512.0000000,State,Virginia,VA,Virginia (1863-06-20)
201,Virginia,va_state,7,1863-08-05,1863-11-01,Virginia lost BERKELEY (W.Va.) to West Virginia.,"(U.S. Rpts., 78:39 [Wallace, vol. 11]; U.S. Stat., vol. 14, res. 12[1866]/p. 350; W.Va. Acts 1863, 1st sess., ch. 35, sec. 1/pp. 33-35)",18630805,18631101,40190.0000000,State,Virginia,VA,Virginia (1863-08-05)
202,Virginia,va_state,8,1863-11-02,2000-12-31,The state of Virginia lost JEFFERSON (W.Va.) to West Virginia.,"(U.S. Rpts., 78:39 [Wallace, vol. 11]; U.S. Stat., vol. 14, res. 12[1866]/p. 350; W.Va. Acts 1863, 1st sess., ch. 90, sec. 1/pp. 103-105)",18631102,20001231,39979.0000000,State,Virginia,VA,Virginia (1863-11-02)
203,Vermont Republic,vt_republic,1,1783-09-03,1791-03-03,"Vermont declared its independence from New York in 1777. Although not recognized as a separate state by the Continental Congress, Vermont functioned as an independent republic until statehood in 1791. Map depicts Vermont boundaries as of 3 Sep 1783.","(Slade, 70-73; Van Zandt, 64; Williamson, C., 82-84, map facing 95, 100-102, 112-113)",17830903,17910303,9614.00000000,Other,Vermont Republic,VT Rep,Vermont Republic (1783-09-03)
204,Vermont,vt_state,1,1791-03-04,2000-12-31,The state of Vermont was admitted to the Union. The boundary with New York was settled by a joint commission before statehood.,"(Slade, 193; U.S. Stat., vol. 1, ch. 7 [1791]/p. 191)",17910304,20001231,9614.00000000,State,Vermont,VT,Vermont (1791-03-04)
205,Washington,wa_state,1,1889-11-11,2000-12-31,The state of Washington was created from Washington Territory; Washington Territory eliminated.,"(U.S. Stat., vol. 25, ch. 180[1889], p. 676; U.S. Stat. pres. proc., vol. 26[1889], p. 10; Van Zandt, 155-156)",18891111,20001231,67564.0000000,State,Washington,WA,Washington (1889-11-11)
206,Washington Territory,wa_terr,1,1853-03-02,1859-02-13,The United States created Washington Territory from Oregon Territory; included all of present Washington and parts of present Idaho and Montana.,"(Van Zandt, 155)",18530302,18590213,107451.000000,Territory,Washington Territory,WA Terr,Washington Territory (1853-03-02)
207,Washington Territory,wa_terr,2,1859-02-14,1861-03-01,"Washington Territory gained non-county area when the state of Oregon was created from Oregon Territory. Non-County Area 2 included parts of present Idaho, Montana, and Wyoming.","(Ore. Laws 1860, 1st reg. sess., pp. 28-30; Van Zandt, p. 155)",18590214,18610301,188450.000000,Territory,Washington Territory,WA Terr,Washington Territory (1859-02-14)
208,Washington Territory,wa_terr,3,1861-03-02,1863-03-02,Nebraska Territory gained part of SHOSHONE (Idaho).,"(U.S. Stat., vol. 12, ch. 86 [1861]/pp. 239-244; Van Zandt, 134, 136-137)",18610302,18630302,184994.000000,Territory,Washington Territory,WA Terr,Washington Territory (1861-03-02)
209,Washington Territory,wa_terr,4,1863-03-03,1889-11-10,"The United States created Idaho Territory from Dakota, Nebraska, and Washington Territories.","(U.S. Stat., vol. 12, ch. 117 [1863]/pp. 808-814; Van Zandt, 156-158)",18630303,18891110,67564.0000000,Territory,Washington Territory,WA Terr,Washington Territory (1863-03-03)
210,Wisconsin,wi_state,1,1848-05-29,1926-11-21,The state of Wisconsin was created from Wisconsin Territory. The area in present Minnesota between the Mississippi River and the state of Wisconsin continued as de facto Wisconsin Territory until the creation of Minnesota Territory on 3 March 1849.,"(U.S. Stat., vol. 9, ch. 89 [1846]/pp. 56-58, and ch. 50 [1848]/pp. 233-235; Van Zandt, 128-130)",18480529,19261121,56050.0000000,State,Wisconsin,WI,Wisconsin (1848-05-29)
211,Wisconsin,wi_state,2,1926-11-22,1936-03-15,An overlap was created when Wisconsin appeared to gain islands north of the Rock Island Passage from Michigan when the U.S. Supreme Court described the Wis.-Mich. boundary through Lake Michigan and Green Bay and introduced some unintentional errors.,"(Martin, ""Michigan-Wisconsin,"" 143-145, 158; Paullin, 86, pl. 101)",19261122,19360315,56057.0000000,State,Wisconsin,WI,Wisconsin (1926-11-22)
212,Wisconsin,wi_state,3,1936-03-16,2000-12-31,Dispute between Michigan and Wisconsin ended when the U.S. Supreme Court decreed the precise course of the revised Michigan-Wisconsin boundary through Green Bay and Lake Michigan.,"(Martin, ""Second Wisconsin-Michigan,"" 86, 118-121)",19360316,20001231,56050.0000000,State,Wisconsin,WI,Wisconsin (1936-03-16)
213,Wisconsin Territory,wi_terr,1,1836-07-03,1838-07-02,"The United States created Wisconsin Territory from Michigan Territory; included all of present Wisconsin, Iowa, and Minnesota; and parts of present North and South Dakota.","(Terr. Papers U.S., 27:41-52; U.S. Stat., vol. 5, ch. 54 [1836]/pp. 10-16)",18360703,18380702,279920.000000,Territory,Wisconsin Territory,WI Terr,Wisconsin Territory (1836-07-03)
214,Wisconsin Territory,wi_terr,2,1838-07-03,1848-05-28,"The United States created Iowa Territory from Wisconsin Territory, encompassing all of Wisconsin Territory west of the Mississippi River.","(U.S. Stat., vol. 5, ch. 96 [1838]/pp. 235-241)",18380703,18480528,85270.0000000,Territory,Wisconsin Territory,WI Terr,Wisconsin Territory (1838-07-03)
215,Wisc. Terr. De Facto,wi_terrdefacto,1,1848-05-29,1849-03-02,The state of Wisconsin was created from Wisconsin Territory. The area in present Minnesota between the Mississippi River and the state of Wisconsin continued as de facto Wisconsin Territory until the creation of Minnesota Territory on 3 March 1849.,"(U.S. Stat., vol. 9, ch. 89 [1846]/pp. 56-58, and ch. 50 [1848]/pp. 233-235; Van Zandt, 128-130)",18480529,18490302,29221.0000000,Unorganized Territory,Wisconsin Territory De Facto,WI Terr DF,Wisc. Terr. De Facto (1848-05-29)
216,West Virginia,wv_state,1,1863-06-20,1863-08-04,The state of West Virginia was formally separated from Virginia and admitted to the Union. Most of West Virginia had been effectively independent of Virginia since June 1861.,"(Swindler, 10:363)",18630620,18630804,23697.0000000,State,West Virginia,WV,West Virginia (1863-06-20)
217,West Virginia,wv_state,2,1863-08-05,1863-11-01,BERKELEY was separated from Virginia and became a county in the state of West Virginia.,"(U.S. Rpts., 78:39 [Wallace, vol. 11]; U.S. Stat., vol. 14, res. 12 [1866]/ p. 350; W.Va. Acts 1863, 1st sess., ch. 35, sec. 1/pp. 33-35)",18630805,18631101,24018.0000000,State,West Virginia,WV,West Virginia (1863-08-05)
218,West Virginia,wv_state,3,1863-11-02,2000-12-31,JEFFERSON was separated from Virginia and became a county in the state of West Virginia.,"(U.S. Rpts., 78:39 [Wallace, vol. 11]; U.S. Stat., vol. 14, res. 12 [1866]/ p. 350; W.Va. Acts 1863, 1st sess., ch. 90, sec. 1/pp. 103-105)",18631102,20001231,24230.0000000,State,West Virginia,WV,West Virginia (1863-11-02)
219,Wyoming,wy_state,1,1890-07-10,2000-12-31,The state of Wyoming was created from Wyoming Territory; Wyoming Territory eliminated.,"(Wyoming Constitution 1889, art. 12 in Swindler, 10:493; U.S. Stat., vol. 26, ch. 664[1890]/pp. 222-226; Van Zandt, 145)",18900710,20001231,97813.0000000,State,Wyoming,WY,Wyoming (1890-07-10)
220,Wyoming Territory,wy_terr,1,1868-07-25,1890-07-09,"The United States created Wyoming Territory with present boundaries from Dakota, Idaho, and Utah Territories.","(Trenholm, 1:83-84; U.S. Stat., vol. 15, ch. 235[1868], secs. 1, 17/pp. 178, 183; Van Zandt, 136, 144)",18680725,18900709,97813.0000000,Territory,Wyoming Territory,WY Terr,Wyoming Territory (1868-07-25)
